"hhs_id","ccn","facility_name","address","city","zip","fips_code","state","geohash","geocoded_hospital_address"
"C120019-A","120019","Kona Community Hospital","79-1019 HAUKAPILA STREET","KEALAKEKUA","96750","15001","HI","19.520024,-155.917555","POINT (-155.91772 19.519237)"
"C252013-A","252013","Allegiance Specialty Hospital of Greenville","300 SOUTH WASHINGTON AVE, 3RD FLOOR","GREENVILLE","38701","28151","MS","33.412585,-91.061973","POINT (-91.051617 33.404101)"
"C501334-A","501334","Lake Chelan Community Hospital","503 EAST HIGHLAND","CHELAN","98816","53007","WA","47.844952,-120.009775","POINT (-120.010551 47.84516)"
"C521302-A","521302","Mayo Clinic Hospital - Oakridge","13025 8TH ST","OSSEO","54758","55121","WI","44.578824,-91.213332","POINT (-91.213363 44.57821)"
"C420070-A","420070","Prisma Health Tuomey Hospital (FKA Palmetto Health Tuomey)","129 N WASHINGTON ST","SUMTER","29150","45085","SC","33.923705,-80.343372","POINT (-80.344364 33.923386)"
"C100277-A","100277","Douglas Gardens Hospital (AKA Miami Jewish Health Systems)","5200 NE 2ND AVE","MIAMI","33137","12086","FL","25.822989,-80.192308","POINT (-80.191771 25.823068)"
"C050367-A","050367","NorthBay Medical Center","1200 B GALE WILSON BLVD","FAIRFIELD","94533","06095","CA","38.261745,-122.046633","POINT (-122.0476 38.261104)"
"C362022-A","362022","Select Specialty Hospital - Columbus","1087 DENNISON AVENUE, 2ND FLOOR","COLUMBUS","43201","39049","OH","39.984266,-83.008831","POINT (-83.008429 39.983901)"
"C161365-A","161365","GREATER REGIONAL MEDICAL CENTER","1700 WEST TOWNLINE STREET","CRESTON","50801","19175","IA","41.070098,-94.383803","POINT (-94.383799 41.071215)"
"C120004-A","120004","Wahiawa General Hospital","128 LEHUA STREET","WAHIAWA","96786","15003","HI","21.498793,-158.027175","POINT (-158.027269 21.498447)"
"C131316-A","131316","Bear Lake Memorial Hospital","164 SOUTH FIFTH STREET","MONTPELIER","83254","16007","ID","42.31663,-111.30074","POINT (-111.300847 42.316242)"
"C344030-A","344030","Carolina Dunes Behavioral Health (FKA Strategic Behavioral Center - Wilmington)","2050 MERCANTILE DRIVE","LELAND","28451","37019","NC","34.261225,-78.064016","POINT (-78.064727 34.261494)"
"C144028-A","144028","Madden Mental Health Center","1200 S FIRST AVE","HINES","60141","17031","IL","41.86055,-87.83917","POINT (-87.833909 41.877233)"
"C454121-A","454121","Austin Oaks Hospital","1407 WEST STASSNEY LANE","AUSTIN","78745","48453","TX","30.211347,-97.792362","POINT (-97.791324 30.212314)"
"C530015-A","530015","St Johns Health (FKA St Johns Medical Center)","625 EAST BROADWAY","JACKSON","83001","56039","WY","43.480366,-110.749438","POINT (-110.749986 43.479695)"
"C360017-A","360017","OhioHealth Grove City Methodist Hospital","1375 STRINGTOWN RD","GROVE CITY","43123","39049","OH","39.876234,-83.033451","POINT (-83.033864 39.877314)"
"C190125-A","190125","St Francis Medical Center","309 JACKSON STREET","MONROE","71201","22073","LA","32.499945,-92.114248","POINT (-92.11479 32.499732)"
"C342015-A","342015","Carolinas ContinueCARE Hospital at Pineville (FKA Carolinas Specialty Hospital)","10648 PARK RD, 3RD FL","CHARLOTTE","28210","37119","NC","35.093474,-80.873095","POINT (-80.868894 35.092392)"
"C054155-A","054155","Bakersfield Behavioral Healthcare Hospital","5201 WHITE LANE","BAKERSFIELD","93309","06029","CA","35.316762,-119.060612","POINT (-119.060532 35.318043)"
"C510030-A","510030","Davis Medical Center (AKA Davis Memorial Hospital)","812 GORMAN AVENUE","ELKINS","26241","54083","WV","38.92847,-79.85235","POINT (-79.853154 38.928159)"
"C180095-A","180095","CRITTENDEN COMMUNITY HOSPITAL","520 WEST GUM STREET","MARION","42064","21055","KY","37.328791,-88.092938","POINT (-88.092156 37.329639)"
"C301306-A","301306","Franklin Regional Hospital","15 AIKEN AVENUE","FRANKLIN","03235","33013","NH","43.448251,-71.645047","POINT (-71.643684 43.448071)"
"C250117-A","250117","Highland Community Hospital","130 HIGHLAND PKWY","PICAYUNE","39466","28109","MS","30.52556,-89.60523","POINT (-89.664319 30.551829)"
"C100039-A","100039","Broward Health Medical Center (FKA Broward General Medical Center)","1600 S ANDREWS AVE","FORT LAUDERDALE","33316","12011","FL","26.102104,-80.14099","POINT (-80.142279 26.101826)"
"C033036-A","033036","Mountain Valley Regional Rehabilitation Hospital","3700 NORTH WINDSONG DRIVE","PRESCOTT VALLEY","86314","04025","AZ","34.596271,-112.328641","POINT (-112.327541 34.596209)"
"C151304-A","151304","Rush Memorial Hospital","1300 N MAIN ST","RUSHVILLE","46173","18139","IN","39.621704,-85.443784","POINT (-85.44479 39.621567)"
"C330058-A","330058","Geneva General Hospital","196 -198 NORTH STREET","GENEVA","14456","36069","NY","42.87578,-76.98783","POINT (-76.987747 42.875697)"
"C390137-A","390137","Wilkes-Barre General Hospital","575 NORTH RIVER STREET","WILKES-BARRE","18764","42079","PA","41.258487,-75.867982","POINT (-75.868165 41.258261)"
"C294015-A","294015","RENO BEHAVIORAL HOSPITAL","6940 SIERRA CENTER PARKWAY","RENO","89511","32031","NV","39.463875,-119.776195","POINT (-119.777244 39.463237)"
"C140113-A","140113","OSF Heart of Mary Medical Center (FKA Presence Covenant Medical Center)","1400 WEST PARK AVENUE","URBANA","61801","17019","IL","40.117676,-88.227508","POINT (-88.226951 40.117394)"
"C160110-A","160110","ALLEN MEMORIAL HOSPITAL","1825 LOGAN AVENUE","WATERLOO","50703","19013","IA","42.526663,-92.33961","POINT (-92.337754 42.525973)"
"C064009-A","064009","Cedar Springs Hospital","2135 SOUTHGATE RD","COLORADO SPRINGS","80906","08041","CO","38.801284,-104.816922","POINT (-104.819247 38.804593)"
"C251329-A","251329","Greene County Hospital","1017 JACKSON STREET","LEAKESVILLE","39451","28041","MS","31.15468,-88.56369","POINT (-88.562769 31.154764)"
"C362024-B","362024","Select Specialty Hospital - Youngstown","1044 BELMONT AVE","YOUNGSTOWN","44501","39099","OH","41.100591,-80.649369","POINT (-80.655641 41.11398)"
"C432002-A","432002","Select Specialty Hospital - South Dakota","1305 WEST 18TH STREET","SIOUX FALLS","57105","46099","SD","43.535603,-96.74299","POINT (-96.743276 43.536677)"
"C362024-A","362024","SELECT SPECIALTY HOSPITAL - YOUNGSTOWN INC","8401 MARKET STREET","BOARDMAN","44512","39099","OH","40.99313,-80.66261","POINT (-80.662744 40.994957)"
"C150021-B","150021","Parkview Behavioral Health Hospital","1720 BEACON ST","FORT WAYNE","46805","18003","IN","41.091662,-85.102969","POINT (-85.103095 41.091862)"
"C520045-A","520045","ThedaCare Regional Medical Center - Neenah (FKA Theda Clark Medical Center)","130 2ND ST","NEENAH","54956","55139","WI","44.187825,-88.453253","POINT (-88.453832 44.187957)"
"C150018-A","150018","Elkhart General Hospital","600 E BLVD","ELKHART","46514","18039","IN","41.679763,-85.993953","POINT (-85.991823 41.678732)"
"C450080-A","450080","TITUS REGIONAL MEDICAL CENTER","2001 N JEFFERSON","MOUNT PLEASANT","75455","48449","TX","33.173868,-94.971552","POINT (-94.970431 33.175303)"
"C154011-A","154011","Community Mental Health Center","285 BIELBY RD","LAWRENCEBURG","47025","18029","IN","39.111237,-84.882452","POINT (-84.881957 39.111393)"
"C34013F-A","34013F","FAYETTEVILLE NC VA MEDICAL CENTER","2300 RAMSEY STREET","EAST FAYETTEVILLE","28301","37051","NC","35.088003,-78.876744","POINT (-78.878136 35.08966)"
"C250081-A","250081","Anderson Regional Medical Center - South (FKA Riley Hospital)","1102 CONSTITUTION AVENUE","MERIDIAN","39301","28075","MS","32.367342,-88.698956","POINT (-88.699318 32.368091)"
"C303026-A","303026","Northeast Rehabilitation Hospital - Salem","70 BUTLER STREET","SALEM","03079","33015","NH","42.762916,-71.184826","POINT (-71.186306 42.765756)"
"C670110-A","670110","LEGENT ORTHOPEDIC HOSPITAL","1401 E TRINITY MILLS RD","CARROLLTON","75006","48113","TX","32.98333,-96.90406","POINT (-96.898222 32.985)"
"C140122-A","140122","AMITA Health Adventist Medical Center Hinsdale","120 NORTH OAK ST","HINSDALE","60521","17043","IL","41.805379,-87.921319","POINT (-87.920076 41.805528)"
"C370212-A","370212","Oklahoma Center for Orthopaedic & Multi-Specialty Surgery","8100 SOUTH WALKER BLDG C","OKLAHOMA CITY","73139","40027","OK","35.385225,-97.519087","POINT (-97.521271 35.385689)"
"C084005-A","084005","SUN Behavioral Delaware","21655 BIDEN AVENUE","GEORGETOWN","19947","10005","DE","38.698848,-75.407993","POINT (-75.407465 38.69907)"
"C190167-A","190167","MERCY REGIONAL MEDICAL CENTER","800 E MAIN","VILLE PLATTE","70586","22039","LA","30.684824,-92.266043","POINT (-92.265889 30.684899)"
"C450163-B","450163","CHRISTUS SPOHN KLEBERG",,,"75551","48067","TX",,"POINT (-94.172249 33.10151)"
"C010033-A","010033","UAB Hospital","619 SOUTH 19TH STREET","BIRMINGHAM","35233","01073","AL","33.50594,-86.80166","POINT (-86.801925 33.506132)"
"C520095-A","520095","Sauk Prairie Memorial Hospital","260 26TH STREET","PRAIRIE DU SAC","53578","55111","WI","43.287002,-89.753255","POINT (-89.752194 43.285911)"
"C010065-A","010065","RUSSELL MEDICAL CENTER","3316 HIGHWAY 280","ALEXANDER CITY","35010","01123","AL","32.88577,-85.86917","POINT (-85.968394 32.93103)"
"C313110-A","313110","LITTLE COLORADO MEDICAL CENTER",,,,,"AZ",,"POINT (-111.664616 34.293239)"
"C490130-A","490130","Riverside Walter Reed Hospital","7519 HOSPITAL ROAD","GLOUCESTER","23061","51073","VA","37.419867,-76.541736","POINT (-76.542157 37.420339)"
"C174024-A","174024","St Anthonys Senior Care Hospital - Olathe","14200 WEST 134TH PLACE, SUITE 400","OLATHE","66062","20091","KS","38.885449,-94.750437","POINT (-94.750551 38.884908)"
"C141341-A","141341","Pana Community Hospital","101 E NINTH STREET","PANA","62557","17021","IL","39.379358,-89.084362","POINT (-89.08393 39.380245)"
"C121300-A","121300","Kauai Veterans Memorial Hospital","4643 WAIMEA CANYON DRIVE","WAIMEA","96796","15007","HI","21.960468,-159.670553","POINT (-159.670161 21.959978)"
"C034031-A","034031","Quail Run Behavioral Health","2545 WEST QUAIL AVENUE","PHOENIX","85027","04013","AZ","33.677528,-112.113824","POINT (-112.113815 33.678464)"
"C500027-B","500027","Swedish Medical Center - Ballard Campus","5300 TALLMAN AVE NW","SEATTLE","98107","53033","WA","47.667428,-122.379611","POINT (-122.379975 47.667175)"
"C111327-A","111327","Bacon County Hospital and Health System","302 SOUTH WAYNE STREET","ALMA","31510","13005","GA","31.539451,-82.45912","POINT (-82.459644 31.539334)"
"C291313-A","291313","Banner Churchill Community Hospital","801 EAST WILLIAMS AVENUE","FALLON","89406","32001","NV","39.476192,-118.765792","POINT (-118.76518 39.474876)"
"C231333-A","231333","Aspirus Ironwood Hospital","N10561 GRAND VIEW LANE","IRONWOOD","49938","26053","MI","46.478946,-90.107191","POINT (-90.104689 46.478193)"
"C390272-A","390272","Valley Forge Medical Center and Hospital","1033 WEST GERMANTOWN PIKE","NORRISTOWN","19403","42091","PA","40.15823,-75.368069","POINT (-75.368513 40.156385)"
"C161357-A","161357","PALO ALTO COUNTY HOSPITAL","3201 1ST STREET","EMMETSBURG","50536","19147","IA","43.119235,-94.691573","POINT (-94.691502 43.119193)"
"C241309-A","241309","Essentia Health - Sandstone (FKA Pine Medical Center)","705 LUNDORFF DRIVE SOUTH","SANDSTONE","55072","27115","MN","46.119817,-92.885084","POINT (-92.882968 46.118408)"
"C231325-A","231325","MidMichigan Medical Center - Gladwin","515 QUARTER STREET","GLADWIN","48624","26051","MI","43.975856,-84.493623","POINT (-84.495353 43.975629)"
"C054053-A","054053","Del Amo Hospital","23700 CAMINO DEL SOL","TORRANCE","90505","06037","CA","33.810339,-118.344242","POINT (-118.343936 33.810201)"
"C341315-A","341315","CAPE FEAR VALLEY BLADEN HOSPITAL","501 SOUTH POPLAR STREET","ELIZABETHTOWN","28337","37017","NC","34.622627,-78.608026","POINT (-78.608593 34.623228)"
"C161302-A","161302","IOWA SPECIALTY HOSPITAL CLARION","1316 SOUTH MAIN STREET","CLARION","50525","19197","IA","42.72279,-93.733412","POINT (-93.732628 42.721646)"
"C520107-A","520107","Holy Family Memorial Medical Center (AKA HFM Medical Center)","2300 WESTERN AVE","MANITOWOC","54221","55071","WI","44.088611,-87.6575","POINT (-87.67694 44.094432)"
"C450831-A","450831","Surgery Specialty Hospitals of America","4301 B VISTA","PASADENA","77504","48201","TX","29.65871,-95.17738","POINT (-95.177462 29.658678)"
"C461333-A","461333","Garfield Memorial Hospital","200 NORTH 400 EAST","PANGUITCH","84759","49017","UT","37.825847,-112.427786","POINT (-112.427897 37.826012)"
"C350063-B",,"QUENTIN BURDICK MEMORIAL HEALTHCARE  IHS","MOONLIGHT DRIVE HIGHWAY 5","BELCOURT","58316","38079","ND","48.85,-99.74",
"C341318-A","341318","VIDANT CHOWAN HOSPITAL","211 VIRGINIA RD","EDENTON","27932","37041","NC","36.069786,-76.61058","POINT (-76.61017 36.071459)"
"C250082-A","250082","Delta Regional Medical Center - Main Campus","1400 E UNION STREET / PO BOX 5247","GREENVILLE","38704","28151","MS","33.007709,-91.021052","POINT (-91.035243 33.409907)"
"C231308-A","231308","Munising Memorial Hospital","1500 SAND POINT RD","MUNISING","49862","26003","MI","46.424681,-86.626011","POINT (-86.62559 46.423856)"
"C330101-C","330101","NewYork-Presbyterian/Columbia University Irving Medical Center","630 W 168TH ST","NEW YORK","10032","36061","NY","40.84153,-73.941382","POINT (-73.941005 40.841608)"
"C241366-A","241366","Meeker County Memorial Hospital","612 SOUTH SIBLEY AVENUE","LITCHFIELD","55355","27093","MN","45.119521,-94.529183","POINT (-94.528025 45.119465)"
"C040076-A","040076","Baptist Health - Hot Spring County (FKA Hot Spring County Medical Center)","1001 SCHNEIDER DRIVE","MALVERN","72104","05059","AR","34.358803,-92.78596","POINT (-92.786406 34.358888)"
"C390183-A","390183","St Lukes Miners Campus","360 W RUDDLE STREET","COALDALE","18218","42107","PA","40.82141,-75.91443","POINT (-75.914152 40.821619)"
"C281319-A","281319","Jefferson Community Health & Life","P O BOX 277, 2200 H ST","FAIRBURY","68352","31095","NE","40.155309,-97.174851",
"C100032-A","100032","Bayfront Health - St Petersburg (FKA Bayfront Medical Center)","701 6TH ST S","SAINT PETERSBURG","33701","12103","FL","27.76352,-82.6418","POINT (-82.641663 27.763222)"
"C490088-A","490088","Centra Bedford Memorial Hospital","1613 OAKWOOD STREET","BEDFORD","24523","51019","VA","37.351416,-79.517353","POINT (-79.516415 37.351563)"
"C140067-A","140067","OSF Saint Francis Medical Center","530 NE GLEN OAK AVE","PEORIA","61637","17143","IL","40.71269,-89.57451","POINT (-89.591283 40.70215)"
"C403026-A","403026","Encompass Health Rehabilitation Hospital of Manati (FKA HealthSouth Rehabilitation Hospital of Manati)","CARRETERA 2 KILOMETRO 47 7","ALTS DE MANATI","00674","72091","PR","18.4397084,-66.4492727",
"C171327-A","171327","Ellsworth County Medical Center","1604 AYLWARD AVENUE","ELLSWORTH","67439","20053","KS","38.742714,-98.219662","POINT (-98.218887 38.742836)"
"C192034-A","192034","ST  LANDRY EXTENDED CARE HOSPITAL","539 E. PRUDHOMME STREET, 6TH FLOOR","OPELOUSAS","70570","22097","LA","30.54336,-92.07586","POINT (-92.075785 30.543457)"
"C281356-A","281356","PERKINS COUNTY HEALTH SERVICES","900 LINCOLN AVENUE","GRANT","69140","31135","NE","40.84876,-101.726766","POINT (-101.727182 40.848268)"
"C521319-A","521319","Edgerton Hospital and Health Services","11101 N SHERMAN ROAD","EDGERTON","53534","55105","WI","42.834299,-89.045342","POINT (-89.043024 42.834871)"
"C230036-A","230036","MidMichigan Medical Center - Alpena (FKA Alpena Regional Medical Center)","1501 W CHISHOLM ST","ALPENA","49707","26007","MI","45.077729,-83.451425","POINT (-83.450697 45.076879)"
"C030119-A","030119","Mercy Gilbert Medical Center","3555 SOUTH VAL VISTA DRIVE","GILBERT","85297","04013","AZ","33.287856,-111.751389","POINT (-111.75531 33.286696)"
"C114013-A","114013","WEST CENTRAL GEORGIA REGIONAL HOSPITAL","3000 SCHATULGA RD BOX 12435","COLUMBUS","31917","13215","GA","32.483989,-84.9374","POINT (-84.869533 32.489824)"
"C361304-A","361304","Adena Greenfield Medical Center","550 MIRABEAU STREET","GREENFIELD","45123","39071","OH","39.348627,-83.387677","POINT (-83.388054 39.349305)"
"C170199-A","170199","MISH Hospital and Clinics (AKA Institute for Advanced Bariatric Surgery)","10951 LAKEVIEW AVE","LENEXA","66219","20091","KS","38.929428,-94.768362","POINT (-94.769363 38.929331)"
"C450780-B","450780","METHODIST BOERNE EMERGENCY CENTER","134 MENGER SPRINGS RD","BOERNE","78006","48259","TX","29.771985,-98.730559","POINT (-98.729047 29.771001)"
"C271340-A","271340","Marcus Daly Memorial Hospital - CAH","1200 WESTWOOD DR","HAMILTON","59840","30081","MT","46.248152,-114.172035","POINT (-114.171509 46.247149)"
"C150051-A","150051","IU Health Bloomington Hospital","2651 EAST DISCOVERY PARKWAY","BLOOMINGTON","47408","18105","IN","39.21417,-86.48471",
"C330394-A","330394","UHS Wilson Medical Center","33-57 HARRISON ST","JOHNSON CITY","13790","36007","NY","42.11507,-75.95907","POINT (-75.95917 42.114777)"
"C393303-A","393303","Childrens Hospital of Philadelphia (AKA CHOP)","34TH ST & CIVIC CENTER BLVD","PHILADELPHIA","19104","42101","PA","39.96,-75.18","POINT (-75.192906 39.948669)"
"C260006-A","260006","Mosaic Life Care at St Joseph - Medical Center","5325 FARAON STREET","SAINT JOSEPH","64506","29021","MO","39.772278,-94.770551","POINT (-94.77025 39.770201)"
"C114008-A","114008","Coastal Behavioral Health","633 STEPHENSON AVE","SAVANNAH","31405","13051","GA","32.009773,-81.10188",
"C45075F-A","45075F","KERRVILLE VA MEDICAL CENTER",,"KERRVILLE","78028","48265","TX",,"POINT (-99.141107 30.034032)"
"C181330-A","181330","Russell County Hospital","153 DOWELL ROAD","RUSSELL SPRINGS","42642","21207","KY","37.05741,-85.06701","POINT (-85.066891 37.057549)"
"C230030-A","230030","MidMichigan Medical Center - Gratiot","300 E WARWICK DR","ALMA","48801","26057","MI","43.390687,-84.662144","POINT (-84.662012 43.391719)"
"C100187-A","100187","Palmetto General Hospital","2001 W 68TH ST","HIALEAH","33016","12086","FL","25.884804,-80.32909","POINT (-80.324674 25.884165)"
"C420067-A","420067","Beaufort Memorial Hospital","955 RIBAUT RD","BEAUFORT","29902","45013","SC","32.416038,-80.687479","POINT (-80.688547 32.416512)"
"C020024-A","020024","Central Peninsula General Hospital","250 HOSPITAL PLACE","SOLDOTNA","99669","02120","AK","60.493309,-151.07679","POINT (-151.077658 60.493865)"
"C341323-A","341323","CANNON HOSPITAL","434 HOSPITAL DRIVE","LINVILLE","28646","37011","NC","36.09,-81.85","POINT (-81.888254 36.061188)"
"C431326-A","431326","Milbank Area Hospital Avera","301 FLYNN DRIVE","MILBANK","57252","46051","SD","45.2223,-96.6191",
"C390119-A","390119","Moses Taylor Hospital","700 QUINCY AVENUE","SCRANTON","18510","42069","PA","41.411074,-75.650908","POINT (-75.650814 41.410675)"
"C391301-A","391301","UPMC Muncy (FKA UPMC Susquehanna Muncy)","215 EAST WATER STREET","MUNCY","17756","42081","PA","41.209731,-76.774988","POINT (-76.77528 41.209126)"
"C450537-A","450537","Methodist Richardson Medical Center","2831 E PRESIDENT GEORGE BUSH HIGHWAY","RICHARDSON","75082","48113","TX","32.99254,-96.65722","POINT (-96.668865 32.995712)"
"C313027-A","313027","St Lawrence Rehabilitation Center","2381 LAWRENCEVILLE ROAD","LAWRENCEVILLE","08648","34021","NJ","40.28947,-74.73369","POINT (-74.733445 40.288721)"
"C360065-A","360065","Fisher Titus Medical Center (FKA Fisher Titus Memorial Hospital)","272 BENEDICT AVENUE","NORWALK","44857","39077","OH","41.226553,-82.603273","POINT (-82.602072 41.226107)"
"C230081-A","230081","Munson Healthcare Cadillac Hospital","400 HOBART ST","CADILLAC","49601","26165","MI","44.246033,-85.390458","POINT (-85.390386 44.246177)"
"C030088-A","030088","Banner Baywood Medical Center","6644 EAST BAYWOOD AVENUE","MESA","85206","04013","AZ","33.411543,-111.690966","POINT (-111.687625 33.410468)"
"C450369-B","450369","CHILDRESS REGIONAL MEDICAL CENTER",,,"79201","48075","TX",,"POINT (-100.203991 34.464324)"
"C050348-A","050348","UC Irvine Medical Center (AKA UCI Health)","101 CITY DRIVE SOUTH","ORANGE","92868","06059","CA","33.786996,-117.890409","POINT (-117.894303 33.780111)"
"C331316-A","331316","Community Memorial Hospital","150 BROAD STREET","HAMILTON","13346","36053","NY","42.812047,-75.544208","POINT (-75.541928 42.813814)"
"C392039-B","392039","Select Specialty Hospital - York","1701 INNOVATION DR","YORK","17408","42133","PA","39.980855,-76.772286","POINT (-76.7693 39.98219)"
"C341326-A","341326","Angel Medical Center","120 RIVERVIEW ST PO BOX 1209","FRANKLIN","28734","37113","NC","35.184462,-83.379394","POINT (-83.37764 35.184634)"
"C050102-A","050102","Parkview Community Hospital Medical Center","3865 JACKSON STREET","RIVERSIDE","92503","06065","CA","33.925935,-117.439937","POINT (-117.440488 33.926235)"
"C451340-A","451340","SHAMROCK GENERAL HOSPITAL","1000 SOUTH MAIN STREET","SHAMROCK","79079","48483","TX","35.198648,-100.24824","POINT (-100.249189 35.199149)"
"C384008-A","384008","Oregon State Hospital - Salem","2600 CENTER STREET NE","SALEM","97301","41047","OR","44.941006,-123.000662","POINT (-123.003653 44.939942)"
"C240207-A","240207","M Health Fairview Ridges Hospital","201 EAST NICOLLET BOULEVARD","BURNSVILLE","55337","27037","MN","44.748693,-93.277185","POINT (-93.273009 44.750103)"
"C100176-A","100176","Palm Beach Gardens Medical Center","3360 BURNS RD","PALM BEACH GARDENS","33410","12099","FL","26.8298,-80.086949","POINT (-80.087005 26.830716)"
"C360355-A","360355","Ohio Valley Surgical Hospital (Ohio Valley Medical Center)","100 W MAIN ST","SPRINGFIELD","45502","39023","OH","39.924887,-83.812827","POINT (-83.812885 39.92477)"
"C041307-A","041307","CrossRidge Community Hospital","310 SOUTH FALLS BOULEVARD","WYNNE","72396","05037","AR","35.219849,-90.786759","POINT (-90.787421 35.220245)"
"C383300-A","383300","Shriners Hospitals for Children - Portland","3101 SW SAM JACKSON PARK ROAD","PORTLAND","97239","41051","OR","45.501163,-122.684239","POINT (-122.684602 45.500106)"
"C360360-A","360360","Soin Medical Center","3535 PENTAGON PARK BLVD","BEAVER CREEK","45431","39057","OH","39.7725,-84.06596","POINT (-84.062725 39.77195)"
"C140252-A","140252","Northwest Community Hospital (AKA Northwest Community Healthcare)","800 W CENTRAL ROAD","ARLINGTON HEIGHTS","60005","17031","IL","42.068989,-87.995579","POINT (-87.993054 42.066605)"
"C180070-A","180070","TWIN LAKES REGIONAL MEDICAL CENTER","910 WALLACE AVENUE","LEITCHFIELD","42754","21085","KY","37.472504,-86.288528","POINT (-86.286988 37.472226)"
"C161366-A","161366","SHENANDOAH MEDICAL CENTER","300 PERSHING AVENUE","SHENANDOAH","51601","19145","IA","40.752756,-95.368843","POINT (-95.368554 40.753644)"
"C050506-A","050506","Sierra Vista Regional Medical Center (FKA Sierra Vista Regional Medical Center)","1010 MURRAY ST","SAN LUIS OBISPO","93405","06079","CA","35.292247,-120.665764","POINT (-120.666136 35.290965)"
"C452095-A","452095","Solara Specialty Hospitals McAllen","301 WEST EXPRESSWAY 83-8TH FLOOR","MC ALLEN","78503","48215","TX","26.186526,-98.225805","POINT (-98.225522 26.188113)"
"C360266-A","360266","Mount Carmel New Albany","7333 SMITH'S MILL ROAD","NEW ALBANY","43054","39049","OH","40.085504,-82.790974","POINT (-82.789067 40.086782)"
"C521355-A","521355","ThedaCare Medical Center - Berlin (FKA CHN Medical Center - Berlin)","225 MEMORIAL DRIVE","BERLIN","54923","55047","WI","43.977675,-88.94145","POINT (-88.941154 43.977612)"
"C360039-A","360039","Genesis Hospital (AKA Genesis Healthcare System)","2951 MAPLE AVENUE","ZANESVILLE","43701","39119","OH","39.973635,-82.012139","POINT (-82.014245 39.975731)"
"C011300-A","011300","WASHINGTON COUNTY HOSPITAL","14600 ST. STEPHENS AVENUE","CHATOM","36518","01129","AL","31.45998,-88.23473","POINT (-88.234641 31.460072)"
"C100029-B","100029","NORTH SHORE MEDICAL CENTER",,,"33150","12086","FL",,"POINT (-80.206726 25.852189)"
"C501328-A","501328","Mid-Valley Hospital","810 JASMINE STREET","OMAK","98841","53047","WA","48.39649,-119.547795","POINT (-119.545328 48.396527)"
"C050054-A","050054","San Gorgonio Memorial Hospital","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING","92220","06065","CA","33.93248,-116.946854",
"C241318-A","241318","Ely Bloomenson Community Hospital","328 WEST CONAN STREET","ELY","55731","27137","MN","47.900288,-91.872476","POINT (-91.87197 47.900701)"
"C190256-A","190256","STERLING SURGICAL HOSPITAL","989 ROBERT BLVD","SLIDELL","70458","22103","LA","30.291747,-89.770861","POINT (-89.769406 30.290776)"
"C27003F-A","27003F","VA MONTANA HEALTHCARE SYSTEM",,"FORT HARRISON","59636","30049","MT",,"POINT (-112.101836 46.621532)"
"C400006-A","400006","Doctors Center Hospital San Juan","PDA. 20 C/ SAN RAFAEL # 1395","FERNANDEZ JUNCOS","00909","72127","PR","18.4436,-66.0714",
"C450893-A","450893","BSW THE HEART HOSPITAL   DENTON","2801 SOUTH MAYHILL ROAD","DENTON","76208","48121","TX","33.17522,-97.08826","POINT (-97.088199 33.17697)"
"C240104-A","240104","St Francis Regional Medical Center","1455 ST FRANCIS AVENUE","SHAKOPEE","55379","27139","MN","44.772181,-93.503125","POINT (-93.503403 44.770075)"
"C241378-A","241378","New Ulm Medical Center","1324 FIFTH NORTH STREET","NEW ULM","56073","27015","MN","44.313152,-94.4765","POINT (-94.475513 44.312348)"
"C180050-A","180050","HARLAN ARH HOSPITAL","81 BALL PARK ROAD","HARLAN","40831","21095","KY","36.81017,-83.31436","POINT (-83.312945 36.810262)"
"C050030-A","050030","Oroville Hospital","2767 OLIVE HIGHWAY","OROVILLE","95966","06007","CA","39.506883,-121.541311","POINT (-121.542556 39.504817)"
"C154014-A","154014","Bowen Center - Warsaw Office (FKA the Otis R Bowen Center)","9 PEQUIGNOT DR","PIERCETON","46562","18085","IN","41.206146,-85.700812","POINT (-85.70136 41.20541)"
"C360236-A","360236","Mercy Health - Clermont Hospital","3000 HOSPITAL DRIVE","BATAVIA","45103","39025","OH","39.080305,-84.146258","POINT (-84.1451 39.078382)"
"C050236-A","050236","Adventist Health Simi Valley (FKA Simi Valley Hospital & Health Care Services)","2975 N SYCAMORE DR","SIMI VALLEY","93065","06111","CA","34.289237,-118.74472","POINT (-118.743952 34.289271)"
"C193074-B","193074","UNITED MEDICAL REHABILITATION HOSPITAL",,,"70403","22105","LA",,"POINT (-90.481582 30.482339)"
"C490114-A","490114","Lonesome Pine Hospital (FKA Wellmont Lonesome Pine Hospital)","1990 HOLTON AVE E","BIG STONE GAP","24219","51195","VA","36.877162,-82.754394","POINT (-82.754433 36.877469)"
"C360095-A","360095","Blanchard Valley Hospital","1900 SOUTH MAIN STREET","FINDLAY","45840","39063","OH","41.016304,-83.650934","POINT (-83.65034 41.01714)"
"C270086-A","270086","Great Falls Clinic Hospital","3010 15TH AVENUE SOUTH","GREAT FALLS","59405","30013","MT","47.487372,-111.254357","POINT (-111.254561 47.487737)"
"C391305-A","391305","Guthrie Troy Community Hospital","275 GUTHRIE DRIVE","TROY","16947","42015","PA","41.795688,-76.794817","POINT (-76.794222 41.792963)"
